admission_score_id,offering_id,year,candidate_category,admission_round,score_metric,score_basis,score_max,score_value_numeric,score_raw,value_status,threshold_detail_json,assessment_name,notes_source_raw,is_official_direct,is_derived,derivation_method,source_id,source_locator
SCORE-55c1d699-2ab5-5640-b4f9-c08e4443d543,OFF-f6bedd2a-e542-5dd3-b6d1-94f3b4753246,2024,retired_soldier_non_exempt,first_choice,admission_min_score,four_subject_total,600,245,245,published_value,,,马鞍山师范高等专科学校,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""计算机科学与技术|马鞍山师范高等专科学校"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-c87098a5-faa4-541e-a067-eaf4dbade8be,OFF-f6bedd2a-e542-5dd3-b6d1-94f3b4753246,2024,registered_poor_family,first_choice,admission_min_score,four_subject_total,600,200,200,published_value,,,马鞍山师范高等专科学校,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""计算机科学与技术|马鞍山师范高等专科学校"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-eeef2fea-f37d-5748-a508-219443982dc8,OFF-f6bedd2a-e542-5dd3-b6d1-94f3b4753246,2024,skill_competition,first_choice,interview_score,interview,100,71.67,71.67,published_value,,技能大赛面试,马鞍山师范高等专科学校,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""计算机科学与技术|马鞍山师范高等专科学校"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-ade61778-f112-51b0-aa92-b265b484ffd6,OFF-e230a334-b7cd-57ef-863f-cf2565ef45d5,2024,normal,first_choice,admission_min_score,four_subject_total,600,270,270,published_value,,,安徽工业经济职业技术学院,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""财务管理|安徽工业经济职业技术学院"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-b8dc95be-65f4-5bb3-b759-dfb51aa3715d,OFF-e230a334-b7cd-57ef-863f-cf2565ef45d5,2024,retired_soldier_culture_exam_exempt,first_choice,admission_min_score,vocational_assessment,100,41,41,published_value,,职业适应性或职业技能综合考查,安徽工业经济职业技术学院,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""财务管理|安徽工业经济职业技术学院"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-45a8d3c9-cfb3-5568-9f8a-70ab4571eba0,OFF-e230a334-b7cd-57ef-863f-cf2565ef45d5,2024,retired_soldier_non_exempt,first_choice,admission_min_score,four_subject_total,600,,,blank_in_source,,,安徽工业经济职业技术学院,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""财务管理|安徽工业经济职业技术学院"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-17e41175-b594-532c-85eb-21b9059d436d,OFF-e230a334-b7cd-57ef-863f-cf2565ef45d5,2024,registered_poor_family,first_choice,admission_min_score,four_subject_total,600,260,260,published_value,,,安徽工业经济职业技术学院,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""财务管理|安徽工业经济职业技术学院"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-b59137ac-9136-58b1-ac7a-0dc025271136,OFF-e230a334-b7cd-57ef-863f-cf2565ef45d5,2024,skill_competition,first_choice,interview_score,interview,100,80,80,published_value,,技能大赛面试,安徽工业经济职业技术学院,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""财务管理|安徽工业经济职业技术学院"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-63cbfe12-4f3d-5040-994a-e65d78af5946,OFF-68a7c64f-fe94-5123-a3db-c94792c44787,2024,normal,first_choice,admission_min_score,four_subject_total,600,297,297,published_value,,,,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""软件工程|合肥师范学院"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-8b83c511-7201-5ee2-9b0e-f123ed219282,OFF-68a7c64f-fe94-5123-a3db-c94792c44787,2024,retired_soldier_culture_exam_exempt,first_choice,admission_min_score,vocational_assessment,100,59,59,published_value,,职业适应性或职业技能综合考查,,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""软件工程|合肥师范学院"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-127481a8-d844-5145-8f4a-a5662cba7a61,OFF-68a7c64f-fe94-5123-a3db-c94792c44787,2024,retired_soldier_non_exempt,first_choice,admission_min_score,four_subject_total,600,,,blank_in_source,,,,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""软件工程|合肥师范学院"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-e7176fbb-aea2-50fc-9a1c-9ee32f91afdc,OFF-68a7c64f-fe94-5123-a3db-c94792c44787,2024,registered_poor_family,first_choice,admission_min_score,four_subject_total,600,328,328,published_value,,,,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""软件工程|合肥师范学院"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-e3fd4545-f267-50ab-b5f7-f87b186b3d52,OFF-68a7c64f-fe94-5123-a3db-c94792c44787,2024,skill_competition,first_choice,interview_score,interview,100,73,73,published_value,,技能大赛面试,,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""软件工程|合肥师范学院"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-e3a1a18e-7bff-57f3-ab3f-09b0fb641bf4,OFF-f3b32e27-406d-5c7a-838b-bde8628de9f1,2024,normal,first_choice,admission_min_score,four_subject_total,600,359,359,published_value,,,合肥职业技术学院,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""运动康复|合肥职业技术学院"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-38d1e091-beac-599e-966e-f46c16f69fbe,OFF-f3b32e27-406d-5c7a-838b-bde8628de9f1,2024,retired_soldier_culture_exam_exempt,first_choice,admission_min_score,vocational_assessment,100,59,59,published_value,,职业适应性或职业技能综合考查,合肥职业技术学院,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""运动康复|合肥职业技术学院"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-35029e0b-9063-5624-99f3-976625ed1c58,OFF-f3b32e27-406d-5c7a-838b-bde8628de9f1,2024,retired_soldier_non_exempt,first_choice,admission_min_score,four_subject_total,600,395,395,published_value,,,合肥职业技术学院,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""运动康复|合肥职业技术学院"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-8e96e64e-b5f5-53bb-924d-19b1fa9da420,OFF-f3b32e27-406d-5c7a-838b-bde8628de9f1,2024,registered_poor_family,first_choice,admission_min_score,four_subject_total,600,443,443,published_value,,,合肥职业技术学院,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""运动康复|合肥职业技术学院"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-8a5a8f19-5cd9-5632-8f8c-4f9fe2fcb122,OFF-f3b32e27-406d-5c7a-838b-bde8628de9f1,2024,skill_competition,first_choice,interview_score,interview,100,74,74,published_value,,技能大赛面试,合肥职业技术学院,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""运动康复|合肥职业技术学院"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-44b06a37-38a5-5182-9739-a7eb3d6238b9,OFF-02b45d53-3476-53d0-b88a-b74856070dea,2024,normal,first_choice,admission_min_score,four_subject_total,600,197,197,published_value,,,,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""通信工程|合肥师范学院"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-659c7121-145f-5cca-bca8-238ea606d101,OFF-02b45d53-3476-53d0-b88a-b74856070dea,2024,retired_soldier_culture_exam_exempt,first_choice,admission_min_score,vocational_assessment,100,60,60,published_value,,职业适应性或职业技能综合考查,,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""通信工程|合肥师范学院"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-3e0fd7e3-5089-52dd-bba0-9ca478271dc2,OFF-02b45d53-3476-53d0-b88a-b74856070dea,2024,retired_soldier_non_exempt,first_choice,admission_min_score,four_subject_total,600,,,blank_in_source,,,,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""通信工程|合肥师范学院"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-a89147a0-5663-5250-b8b0-25491fbf6843,OFF-02b45d53-3476-53d0-b88a-b74856070dea,2024,registered_poor_family,first_choice,admission_min_score,four_subject_total,600,260,260,published_value,,,,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""通信工程|合肥师范学院"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-8c3fa4aa-bc28-58d8-b2c6-84393f8f0afb,OFF-02b45d53-3476-53d0-b88a-b74856070dea,2024,skill_competition,first_choice,interview_score,interview,100,75,75,published_value,,技能大赛面试,,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""通信工程|合肥师范学院"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-e0f2b2f0-8eab-50b4-a016-0d22e9130cc0,OFF-e663011d-a2ba-5dcb-8359-0611b0650a45,2024,normal,first_choice,admission_min_score,four_subject_total,600,205,205,published_value,,,马鞍山师范高等专科学校,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""食品质量与安全|马鞍山师范高等专科学校"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-5a8b195d-9e7f-5b9b-8ff8-d3044f3e6ec2,OFF-e663011d-a2ba-5dcb-8359-0611b0650a45,2024,retired_soldier_culture_exam_exempt,first_choice,admission_min_score,vocational_assessment,100,56,56,published_value,,职业适应性或职业技能综合考查,马鞍山师范高等专科学校,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""食品质量与安全|马鞍山师范高等专科学校"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-9e9019fe-5fb9-5763-a0af-90d885e2e35a,OFF-e663011d-a2ba-5dcb-8359-0611b0650a45,2024,retired_soldier_non_exempt,first_choice,admission_min_score,four_subject_total,600,,,blank_in_source,,,马鞍山师范高等专科学校,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""食品质量与安全|马鞍山师范高等专科学校"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-8bea87b7-b541-51e5-a7bc-bd90cc84b107,OFF-e663011d-a2ba-5dcb-8359-0611b0650a45,2024,registered_poor_family,first_choice,admission_min_score,four_subject_total,600,208,208,published_value,,,马鞍山师范高等专科学校,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""食品质量与安全|马鞍山师范高等专科学校"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-2fa398de-5c91-52cd-9fe1-3a6ac9360a13,OFF-e663011d-a2ba-5dcb-8359-0611b0650a45,2024,skill_competition,first_choice,interview_score,interview,100,78.67,78.67,published_value,,技能大赛面试,马鞍山师范高等专科学校,true,false,,SRC-HFNU-2024-LQ,"{""row_key"":""食品质量与安全|马鞍山师范高等专科学校"",""section"":""录取最低分"",""table"":4,""url"":""https://zsb.hfnu.edu.cn/info/1002/3065.htm""}"
SCORE-48136050-a066-5778-9f86-3c52f2566ec7,OFF-ee877d74-77a2-5a43-aaad-c3d9b68adeeb,2025,normal,first_choice,admission_min_score,four_subject_total,600,293.5,293.5,published_value,,,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""互联网金融|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-d995b63a-d067-5228-b172-f206c16f7944,OFF-ee877d74-77a2-5a43-aaad-c3d9b68adeeb,2025,retired_soldier_culture_exam_exempt,first_choice,admission_min_score,vocational_assessment,100,67.5,67.5,published_value,,职业适应性或职业技能综合考查,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""互联网金融|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-88c15ff4-4f6e-5502-a521-f81dec8208d1,OFF-ee877d74-77a2-5a43-aaad-c3d9b68adeeb,2025,retired_soldier_non_exempt,first_choice,admission_min_score,four_subject_total,600,,,blank_in_source,,,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""互联网金融|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-d66485fc-0f5a-5efc-bb43-a33982979ac2,OFF-ee877d74-77a2-5a43-aaad-c3d9b68adeeb,2025,registered_poor_family,first_choice,admission_min_score,four_subject_total,600,258,258,published_value,,,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""互联网金融|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-77669322-876c-5ed5-b511-18431f51cd65,OFF-ee877d74-77a2-5a43-aaad-c3d9b68adeeb,2025,skill_competition,first_choice,interview_score,interview,100,,,blank_in_source,,技能大赛面试,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""互联网金融|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-bef77946-d9b6-5717-9663-f35a0bc4890b,OFF-ac7cbd8e-206a-5240-a567-a5a7094a89a6,2025,normal,first_choice,admission_min_score,four_subject_total,600,423.5,423.5,published_value,,,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""人力资源管理|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-2c2b12ac-e4a9-51ae-bb89-24ec21d48f42,OFF-ac7cbd8e-206a-5240-a567-a5a7094a89a6,2025,retired_soldier_culture_exam_exempt,first_choice,admission_min_score,vocational_assessment,100,62.5,62.5,published_value,,职业适应性或职业技能综合考查,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""人力资源管理|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-0cb38887-fbcd-5cb8-b296-30a99725ee36,OFF-ac7cbd8e-206a-5240-a567-a5a7094a89a6,2025,retired_soldier_non_exempt,first_choice,admission_min_score,four_subject_total,600,,,blank_in_source,,,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""人力资源管理|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-ffcef681-60c5-58f0-ac7c-1545873d84aa,OFF-ac7cbd8e-206a-5240-a567-a5a7094a89a6,2025,registered_poor_family,first_choice,admission_min_score,four_subject_total,600,422,422,published_value,,,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""人力资源管理|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-33da196b-6f4e-59ab-b28f-5e40b77c5f6b,OFF-ac7cbd8e-206a-5240-a567-a5a7094a89a6,2025,skill_competition,first_choice,interview_score,interview,100,,,blank_in_source,,技能大赛面试,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""人力资源管理|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-c6732a42-7170-5501-8f29-7a79db9584ab,OFF-70426cfa-cb5f-5ebf-9cec-47bff666b8a6,2025,normal,first_choice,admission_min_score,four_subject_total,600,239.5,239.5,published_value,,,合肥职业技术学院,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""制药工程|合肥职业技术学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-91b3820b-2e23-56fd-85f4-453c1237f1e4,OFF-70426cfa-cb5f-5ebf-9cec-47bff666b8a6,2025,retired_soldier_culture_exam_exempt,first_choice,admission_min_score,vocational_assessment,100,47.5,47.5,published_value,,职业适应性或职业技能综合考查,合肥职业技术学院,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""制药工程|合肥职业技术学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-dcfa292a-e385-5b33-85ee-e18027692cb3,OFF-70426cfa-cb5f-5ebf-9cec-47bff666b8a6,2025,retired_soldier_non_exempt,first_choice,admission_min_score,four_subject_total,600,,,blank_in_source,,,合肥职业技术学院,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""制药工程|合肥职业技术学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-5281d358-6da5-58c5-9ba8-b59bf85f4029,OFF-70426cfa-cb5f-5ebf-9cec-47bff666b8a6,2025,registered_poor_family,first_choice,admission_min_score,four_subject_total,600,315,315,published_value,,,合肥职业技术学院,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""制药工程|合肥职业技术学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-6cf0ec81-6e13-560f-b294-ea1f733bb465,OFF-70426cfa-cb5f-5ebf-9cec-47bff666b8a6,2025,skill_competition,first_choice,interview_score,interview,100,,,blank_in_source,,技能大赛面试,合肥职业技术学院,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""制药工程|合肥职业技术学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-b3f35753-9956-59f2-8333-752a9dc5e6d1,OFF-d70fe871-a472-57c0-b4d0-ced8d3f3a94d,2025,normal,first_choice,admission_min_score,four_subject_total,600,465.5,465.5,published_value,,,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""动画|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-a0671f63-0bcc-5552-a285-a8e943da3a18,OFF-d70fe871-a472-57c0-b4d0-ced8d3f3a94d,2025,retired_soldier_culture_exam_exempt,first_choice,admission_min_score,vocational_assessment,100,68,68,published_value,,职业适应性或职业技能综合考查,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""动画|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-d7f52a4c-24e4-537e-9e87-e35043933396,OFF-d70fe871-a472-57c0-b4d0-ced8d3f3a94d,2025,retired_soldier_non_exempt,first_choice,admission_min_score,four_subject_total,600,,,blank_in_source,,,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""动画|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-53178ed9-3ff4-5fe6-ae0a-2548110d8f97,OFF-d70fe871-a472-57c0-b4d0-ced8d3f3a94d,2025,registered_poor_family,first_choice,admission_min_score,four_subject_total,600,365,365,published_value,,,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""动画|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-3d012c9c-c055-5ad8-a256-2bcc62eaea59,OFF-d70fe871-a472-57c0-b4d0-ced8d3f3a94d,2025,skill_competition,first_choice,interview_score,interview,100,,,blank_in_source,,技能大赛面试,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""动画|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-52f17e13-a336-566e-be19-e417b711d272,OFF-eb901ade-1582-59ed-b662-5fa35151aea8,2025,normal,first_choice,admission_min_score,four_subject_total,600,283.5,283.5,published_value,,,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""化学工程与工艺|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-9aa4f226-10ec-5077-a7fd-1a731bf95c84,OFF-eb901ade-1582-59ed-b662-5fa35151aea8,2025,retired_soldier_culture_exam_exempt,first_choice,admission_min_score,vocational_assessment,100,64.5,64.5,published_value,,职业适应性或职业技能综合考查,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""化学工程与工艺|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-fa19fe80-d602-50dc-943f-43a07b66fe0a,OFF-eb901ade-1582-59ed-b662-5fa35151aea8,2025,retired_soldier_non_exempt,first_choice,admission_min_score,four_subject_total,600,,,blank_in_source,,,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""化学工程与工艺|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-1fdb7da1-5ac4-52b5-b7dc-bf742f067f04,OFF-eb901ade-1582-59ed-b662-5fa35151aea8,2025,registered_poor_family,first_choice,admission_min_score,four_subject_total,600,343.5,343.5,published_value,,,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""化学工程与工艺|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-ab3a8501-916c-5817-b6a6-93c432e235c1,OFF-eb901ade-1582-59ed-b662-5fa35151aea8,2025,skill_competition,first_choice,interview_score,interview,100,,,blank_in_source,,技能大赛面试,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""化学工程与工艺|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-f9c13e64-0b8f-571b-8fd9-83256f604baf,OFF-7287c027-0d00-5e01-b7fa-a178b4115993,2025,normal,first_choice,admission_min_score,four_subject_total,600,454.5,454.5(专业课1:115.5),published_value,"{""tie_break_label_raw"":""专业课1"",""tie_break_metric"":""professional_1"",""tie_break_score"":""115.5""}",,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""商务英语|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-821f698d-3cf1-5d44-be5d-5994398dd7e7,OFF-7287c027-0d00-5e01-b7fa-a178b4115993,2025,retired_soldier_culture_exam_exempt,first_choice,admission_min_score,vocational_assessment,100,64,64,published_value,,职业适应性或职业技能综合考查,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""商务英语|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-45069e0e-518f-5540-a018-5bb09d8aa5be,OFF-7287c027-0d00-5e01-b7fa-a178b4115993,2025,retired_soldier_non_exempt,first_choice,admission_min_score,four_subject_total,600,,,blank_in_source,,,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""商务英语|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-bba65b49-4c1e-51b0-b198-40c28db6d400,OFF-7287c027-0d00-5e01-b7fa-a178b4115993,2025,registered_poor_family,first_choice,admission_min_score,four_subject_total,600,427.5,427.5,published_value,,,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""商务英语|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-812cef3e-01fc-56fd-9989-dd0888b54448,OFF-7287c027-0d00-5e01-b7fa-a178b4115993,2025,skill_competition,first_choice,interview_score,interview,100,,,blank_in_source,,技能大赛面试,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""商务英语|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-0a41710a-26e7-5e87-a7a2-93cd5c9d5547,OFF-f7cf4875-1738-5873-8140-fa33698b4a49,2025,normal,first_choice,admission_min_score,four_subject_total,600,472.5,472.5,published_value,,,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""学前教育|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-91032160-2975-565d-8058-1ae2387a92de,OFF-f7cf4875-1738-5873-8140-fa33698b4a49,2025,retired_soldier_culture_exam_exempt,first_choice,admission_min_score,vocational_assessment,100,69,69,published_value,,职业适应性或职业技能综合考查,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""学前教育|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-4661f14f-f09a-5d62-b8ba-5e5addb1f38a,OFF-f7cf4875-1738-5873-8140-fa33698b4a49,2025,retired_soldier_non_exempt,first_choice,admission_min_score,four_subject_total,600,,,blank_in_source,,,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""学前教育|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-dbf5bade-adc7-57c4-8ab6-76a61b9e9649,OFF-f7cf4875-1738-5873-8140-fa33698b4a49,2025,registered_poor_family,first_choice,admission_min_score,four_subject_total,600,453,453,published_value,,,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""学前教育|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-0607a524-739e-576d-bd51-3f9ecff7470c,OFF-f7cf4875-1738-5873-8140-fa33698b4a49,2025,skill_competition,first_choice,interview_score,interview,100,,,blank_in_source,,技能大赛面试,,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""学前教育|合肥师范学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
SCORE-9f32bf8c-a3c2-51a8-acc7-516f499bbad3,OFF-2670da63-525d-5269-bfda-680ffd7c43df,2025,normal,first_choice,admission_min_score,four_subject_total,600,454,454,published_value,,,淮北职业技术学院,true,false,,SRC-HFNU-2025-LQ,"{""row_key"":""小学教育|淮北职业技术学院"",""section"":""录取最低分"",""table"":1,""url"":""https://zsb.hfnu.edu.cn/info/1002/3475.htm""}"
