school_id,school_name,year,topic,status
HBLG,淮北理工学院,2024,admission_policy,collected
HBLG,淮北理工学院,2024,enrollment_plan,collected
HBLG,淮北理工学院,2024,major_catalog,collected
HBLG,淮北理工学院,2024,training_location,collected
HBLG,淮北理工学院,2024,tuition_and_duration,collected
HBLG,淮北理工学院,2024,eligibility,collected
HBLG,淮北理工学院,2024,exam_subjects,collected
HBLG,淮北理工学院,2024,exam_syllabus,collected
HBLG,淮北理工学院,2024,reference_books,collected
HBLG,淮北理工学院,2024,exam_schedule,collected
HBLG,淮北理工学院,2024,exam_location,collected
HBLG,淮北理工学院,2024,admission_rules,collected
HBLG,淮北理工学院,2024,score_formula,collected
HBLG,淮北理工学院,2024,control_line,collected
HBLG,淮北理工学院,2024,admission_min_score,collected
HBLG,淮北理工学院,2024,admission_max_score,not_found
HBLG,淮北理工学院,2024,admission_average_score,not_found
HBLG,淮北理工学院,2024,application_statistics,not_found
HBLG,淮北理工学院,2024,qualified_statistics,not_found
HBLG,淮北理工学院,2024,admitted_statistics,collected
HBLG,淮北理工学院,2024,registered_statistics,not_found
HBLG,淮北理工学院,2024,plan_adjustment,not_found
HBLG,淮北理工学院,2024,adjustment,collected
HBLG,淮北理工学院,2024,exemption,collected
HBLG,淮北理工学院,2024,retired_soldier,collected
HBLG,淮北理工学院,2024,registered_poor_family,collected
HBLG,淮北理工学院,2024,skill_competition,collected
HBLG,淮北理工学院,2024,other_official_notice,collected
HBLG,淮北理工学院,2025,admission_policy,collected
HBLG,淮北理工学院,2025,enrollment_plan,collected
HBLG,淮北理工学院,2025,major_catalog,collected
HBLG,淮北理工学院,2025,training_location,collected
HBLG,淮北理工学院,2025,tuition_and_duration,collected
HBLG,淮北理工学院,2025,eligibility,collected
HBLG,淮北理工学院,2025,exam_subjects,collected
HBLG,淮北理工学院,2025,exam_syllabus,collected
HBLG,淮北理工学院,2025,reference_books,collected
HBLG,淮北理工学院,2025,exam_schedule,collected
HBLG,淮北理工学院,2025,exam_location,collected
HBLG,淮北理工学院,2025,admission_rules,collected
HBLG,淮北理工学院,2025,score_formula,collected
HBLG,淮北理工学院,2025,control_line,collected
HBLG,淮北理工学院,2025,admission_min_score,collected
HBLG,淮北理工学院,2025,admission_max_score,not_found
HBLG,淮北理工学院,2025,admission_average_score,not_found
HBLG,淮北理工学院,2025,application_statistics,not_found
HBLG,淮北理工学院,2025,qualified_statistics,collected
HBLG,淮北理工学院,2025,admitted_statistics,collected
HBLG,淮北理工学院,2025,registered_statistics,not_found
HBLG,淮北理工学院,2025,plan_adjustment,not_found
HBLG,淮北理工学院,2025,adjustment,collected
HBLG,淮北理工学院,2025,exemption,collected
HBLG,淮北理工学院,2025,retired_soldier,collected
HBLG,淮北理工学院,2025,registered_poor_family,collected
HBLG,淮北理工学院,2025,skill_competition,collected
HBLG,淮北理工学院,2025,other_official_notice,collected
HBLG,淮北理工学院,2026,admission_policy,collected
HBLG,淮北理工学院,2026,enrollment_plan,collected
HBLG,淮北理工学院,2026,major_catalog,collected
HBLG,淮北理工学院,2026,training_location,collected
HBLG,淮北理工学院,2026,tuition_and_duration,collected
HBLG,淮北理工学院,2026,eligibility,collected
HBLG,淮北理工学院,2026,exam_subjects,collected
HBLG,淮北理工学院,2026,exam_syllabus,collected
HBLG,淮北理工学院,2026,reference_books,collected
HBLG,淮北理工学院,2026,exam_schedule,collected
HBLG,淮北理工学院,2026,exam_location,collected
HBLG,淮北理工学院,2026,admission_rules,collected
HBLG,淮北理工学院,2026,score_formula,collected
HBLG,淮北理工学院,2026,control_line,collected
HBLG,淮北理工学院,2026,admission_min_score,not_found
HBLG,淮北理工学院,2026,admission_max_score,not_found
HBLG,淮北理工学院,2026,admission_average_score,not_found
HBLG,淮北理工学院,2026,application_statistics,not_found
HBLG,淮北理工学院,2026,qualified_statistics,not_found
HBLG,淮北理工学院,2026,admitted_statistics,not_found
HBLG,淮北理工学院,2026,registered_statistics,not_found
HBLG,淮北理工学院,2026,plan_adjustment,not_found
HBLG,淮北理工学院,2026,adjustment,collected
HBLG,淮北理工学院,2026,exemption,collected
HBLG,淮北理工学院,2026,retired_soldier,collected
HBLG,淮北理工学院,2026,registered_poor_family,collected
HBLG,淮北理工学院,2026,skill_competition,collected
HBLG,淮北理工学院,2026,other_official_notice,collected
