school_id,school_name,year,topic,status
HFUU,合肥大学,2024,admission_policy,not_found
HFUU,合肥大学,2024,enrollment_plan,not_found
HFUU,合肥大学,2024,major_catalog,not_found
HFUU,合肥大学,2024,training_location,not_found
HFUU,合肥大学,2024,tuition_and_duration,not_found
HFUU,合肥大学,2024,eligibility,not_found
HFUU,合肥大学,2024,exam_subjects,not_found
HFUU,合肥大学,2024,exam_syllabus,not_found
HFUU,合肥大学,2024,reference_books,not_found
HFUU,合肥大学,2024,exam_schedule,not_found
HFUU,合肥大学,2024,exam_location,not_found
HFUU,合肥大学,2024,admission_rules,not_found
HFUU,合肥大学,2024,score_formula,not_found
HFUU,合肥大学,2024,control_line,not_found
HFUU,合肥大学,2024,admission_min_score,not_found
HFUU,合肥大学,2024,admission_max_score,not_found
HFUU,合肥大学,2024,admission_average_score,not_found
HFUU,合肥大学,2024,application_statistics,not_found
HFUU,合肥大学,2024,qualified_statistics,not_found
HFUU,合肥大学,2024,admitted_statistics,not_found
HFUU,合肥大学,2024,registered_statistics,not_found
HFUU,合肥大学,2024,plan_adjustment,not_found
HFUU,合肥大学,2024,adjustment,not_found
HFUU,合肥大学,2024,exemption,not_found
HFUU,合肥大学,2024,retired_soldier,not_found
HFUU,合肥大学,2024,registered_poor_family,not_found
HFUU,合肥大学,2024,skill_competition,not_found
HFUU,合肥大学,2024,other_official_notice,collected
HFUU,合肥大学,2025,admission_policy,not_found
HFUU,合肥大学,2025,enrollment_plan,not_found
HFUU,合肥大学,2025,major_catalog,not_found
HFUU,合肥大学,2025,training_location,not_found
HFUU,合肥大学,2025,tuition_and_duration,not_found
HFUU,合肥大学,2025,eligibility,not_found
HFUU,合肥大学,2025,exam_subjects,not_found
HFUU,合肥大学,2025,exam_syllabus,not_found
HFUU,合肥大学,2025,reference_books,not_found
HFUU,合肥大学,2025,exam_schedule,not_found
HFUU,合肥大学,2025,exam_location,not_found
HFUU,合肥大学,2025,admission_rules,not_found
HFUU,合肥大学,2025,score_formula,not_found
HFUU,合肥大学,2025,control_line,not_found
HFUU,合肥大学,2025,admission_min_score,not_found
HFUU,合肥大学,2025,admission_max_score,not_found
HFUU,合肥大学,2025,admission_average_score,not_found
HFUU,合肥大学,2025,application_statistics,not_found
HFUU,合肥大学,2025,qualified_statistics,not_found
HFUU,合肥大学,2025,admitted_statistics,not_found
HFUU,合肥大学,2025,registered_statistics,not_found
HFUU,合肥大学,2025,plan_adjustment,not_found
HFUU,合肥大学,2025,adjustment,not_found
HFUU,合肥大学,2025,exemption,not_found
HFUU,合肥大学,2025,retired_soldier,not_found
HFUU,合肥大学,2025,registered_poor_family,not_found
HFUU,合肥大学,2025,skill_competition,not_found
HFUU,合肥大学,2025,other_official_notice,collected
HFUU,合肥大学,2026,admission_policy,collected
HFUU,合肥大学,2026,enrollment_plan,collected
HFUU,合肥大学,2026,major_catalog,collected
HFUU,合肥大学,2026,training_location,not_found
HFUU,合肥大学,2026,tuition_and_duration,collected
HFUU,合肥大学,2026,eligibility,collected
HFUU,合肥大学,2026,exam_subjects,collected
HFUU,合肥大学,2026,exam_syllabus,collected
HFUU,合肥大学,2026,reference_books,collected
HFUU,合肥大学,2026,exam_schedule,collected
HFUU,合肥大学,2026,exam_location,collected
HFUU,合肥大学,2026,admission_rules,collected
HFUU,合肥大学,2026,score_formula,not_found
HFUU,合肥大学,2026,control_line,collected
HFUU,合肥大学,2026,admission_min_score,not_found
HFUU,合肥大学,2026,admission_max_score,not_found
HFUU,合肥大学,2026,admission_average_score,not_found
HFUU,合肥大学,2026,application_statistics,not_found
HFUU,合肥大学,2026,qualified_statistics,not_found
HFUU,合肥大学,2026,admitted_statistics,not_found
HFUU,合肥大学,2026,registered_statistics,not_found
HFUU,合肥大学,2026,plan_adjustment,collected
HFUU,合肥大学,2026,adjustment,collected
HFUU,合肥大学,2026,exemption,collected
HFUU,合肥大学,2026,retired_soldier,collected
HFUU,合肥大学,2026,registered_poor_family,collected
HFUU,合肥大学,2026,skill_competition,collected
HFUU,合肥大学,2026,other_official_notice,collected
